uid,row_id,cell,source_group,first_error_step_1based,steps,gate_open,all32_miss,iu__ridge+tcn+bocpd,equal__ridge+tcn+bocpd,iu__ridge+tcn+noreset,equal__ridge+tcn+noreset,iu__ridge+tcn+mean16,equal__ridge+tcn+mean16,iu__ridge+bocpd+noreset,equal__ridge+bocpd+noreset,iu__ridge+bocpd+mean16,equal__ridge+bocpd+mean16,iu__ridge+noreset+mean16,equal__ridge+noreset+mean16,iu__tcn+bocpd+noreset,equal__tcn+bocpd+noreset,iu__tcn+bocpd+mean16,equal__tcn+bocpd+mean16,iu__tcn+noreset+mean16,equal__tcn+noreset+mean16,iu__bocpd+noreset+mean16,equal__bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset,equal__ridge+tcn+bocpd+noreset,iu__ridge+tcn+bocpd+mean16,equal__ridge+tcn+bocpd+mean16,iu__ridge+tcn+noreset+mean16,equal__ridge+tcn+noreset+mean16,iu__ridge+bocpd+noreset+mean16,equal__ridge+bocpd+noreset+mean16,iu__tcn+bocpd+noreset+mean16,equal__tcn+bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset+mean16,equal__ridge+tcn+bocpd+noreset+mean16,tcn__real,ridge,bocpd,innovation5
pb_gsm8k_q4__39ee6d42e9ecaca5,gsm8k::gsm8k-162,pb_gsm8k_q4,pb_source_v2:c94840c2aee244e1a4531083,2,3,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__8ec5f8104aa09424,gsm8k::gsm8k-163,pb_gsm8k_q4,pb_source_v2:b0141f9015c2b8517948b34e,3,6,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__c483983d4b312478,gsm8k::gsm8k-164,pb_gsm8k_q4,pb_source_v2:7d0805096549d33a103907c3,1,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__4d210e8695b8b9c1,gsm8k::gsm8k-165,pb_gsm8k_q4,pb_source_v2:f2e3baa08b2afa6c6662bcb4,3,6,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__3770d124a1efb4a5,gsm8k::gsm8k-166,pb_gsm8k_q4,pb_source_v2:e8c1a0f1c5af91d644f38807,2,6,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_gsm8k_q4__6608d825f15bc543,gsm8k::gsm8k-167,pb_gsm8k_q4,pb_source_v2:97d5219c26d5f213d15d38a2,1,5,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_gsm8k_q4__3f5f8d1c8e1696cd,gsm8k::gsm8k-168,pb_gsm8k_q4,pb_source_v2:5d6ed708fe4546615db9a393,1,5,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__47fb09e1730367aa,gsm8k::gsm8k-169,pb_gsm8k_q4,pb_source_v2:1d32c9185c543a7a6602d475,3,4,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_gsm8k_q4__eb23fb0881dbf6a8,gsm8k::gsm8k-17,pb_gsm8k_q4,pb_source_v2:67ab79f900374ccf522331a8,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__3fb92b27f0109d40,gsm8k::gsm8k-170,pb_gsm8k_q4,pb_source_v2:abc4bc90358d1be1f98e123d,2,8,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_gsm8k_q4__1ff59dde4e116609,gsm8k::gsm8k-171,pb_gsm8k_q4,pb_source_v2:b7f59158b17ad0c29c87d8a9,3,7,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_gsm8k_q4__13381efca739a890,gsm8k::gsm8k-172,pb_gsm8k_q4,pb_source_v2:5f3fce9a3c8d45b6a44b025d,4,5,True,True,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__4e784b024945f07e,gsm8k::gsm8k-173,pb_gsm8k_q4,pb_source_v2:1084abb10503718ac570166b,1,5,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__ade35893aec834e9,gsm8k::gsm8k-174,pb_gsm8k_q4,pb_source_v2:149e6bcf771ff89fc0cf3387,3,4,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_gsm8k_q4__5b589fc29739604d,gsm8k::gsm8k-175,pb_gsm8k_q4,pb_source_v2:64b79b600ea4cac5f084d45f,1,5,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__26f70f3679e9f3b0,gsm8k::gsm8k-176,pb_gsm8k_q4,pb_source_v2:40a7d437633b29c66593596f,6,7,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__c2e4dd5001a1fdc6,gsm8k::gsm8k-177,pb_gsm8k_q4,pb_source_v2:c131504c06e44841b423734d,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__bc5f762394352984,gsm8k::gsm8k-178,pb_gsm8k_q4,pb_source_v2:a6e52b3379ebd479057fddbf,2,4,True,False,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2
pb_gsm8k_q4__afcb2ba186a36e30,gsm8k::gsm8k-179,pb_gsm8k_q4,pb_source_v2:42d5bc731e5e41de28e79b33,2,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__76b76dfdf6daf7db,gsm8k::gsm8k-18,pb_gsm8k_q4,pb_source_v2:782b189d0bc2fa7e5e759ace,4,4,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_gsm8k_q4__c37c9fc109777502,gsm8k::gsm8k-180,pb_gsm8k_q4,pb_source_v2:26bdd222972a611c858a90d5,2,5,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__495f62ec84323df5,gsm8k::gsm8k-181,pb_gsm8k_q4,pb_source_v2:e24cfaf9c3a48d347d36f396,4,8,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__94ad025d93308f16,gsm8k::gsm8k-182,pb_gsm8k_q4,pb_source_v2:32c3bf9fb98cf5f8712f53db,3,5,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__ea62f0d8a25bba02,gsm8k::gsm8k-183,pb_gsm8k_q4,pb_source_v2:4a1519f13af5261ed7f634ca,2,5,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__5b998c7113f81d0c,gsm8k::gsm8k-184,pb_gsm8k_q4,pb_source_v2:d4a294cfe7c8fe40cb605865,3,3,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__e659306528680d33,gsm8k::gsm8k-185,pb_gsm8k_q4,pb_source_v2:cfc052f73c1334a97db5dce2,4,5,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__2b5612d214cea6bd,gsm8k::gsm8k-186,pb_gsm8k_q4,pb_source_v2:a5110dec78df5a43790370a1,3,5,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__cdb08dc73c4bd99e,gsm8k::gsm8k-187,pb_gsm8k_q4,pb_source_v2:8b8c1e53b9382bd215a89d5b,3,6,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_gsm8k_q4__2cad57b37770d376,gsm8k::gsm8k-188,pb_gsm8k_q4,pb_source_v2:36085227984ab44394a153f8,1,5,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__4871fa99bbce6a99,gsm8k::gsm8k-189,pb_gsm8k_q4,pb_source_v2:bd0547cc504bdba2840d36b4,4,6,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__17e48fec36f1d569,gsm8k::gsm8k-19,pb_gsm8k_q4,pb_source_v2:91182e3ecf3762b0e8e9dd80,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__bae9658a3797e6b7,gsm8k::gsm8k-190,pb_gsm8k_q4,pb_source_v2:be37798cb2b865a18b516750,4,10,True,True,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
pb_gsm8k_q4__5c18c2811f70f744,gsm8k::gsm8k-191,pb_gsm8k_q4,pb_source_v2:06591e3000388735364d0f5a,2,6,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__84b5e92295f89721,gsm8k::gsm8k-192,pb_gsm8k_q4,pb_source_v2:db22fa8e24434d81ecb20598,3,8,True,True,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_gsm8k_q4__fe45815836ac4e6d,gsm8k::gsm8k-193,pb_gsm8k_q4,pb_source_v2:7aca3c05914d1ecaf56593b3,4,8,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
pb_gsm8k_q4__c39a45a7e53e1394,gsm8k::gsm8k-194,pb_gsm8k_q4,pb_source_v2:d28d879c9589742f3cb5852e,3,4,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__ec8e3fdd621d4f1d,gsm8k::gsm8k-195,pb_gsm8k_q4,pb_source_v2:2ad9bd99054a2be0cd2e6f9d,2,5,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__d30709b3fc132e17,gsm8k::gsm8k-196,pb_gsm8k_q4,pb_source_v2:d67f6fdc45e2b213b74b23b6,3,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__500c924e6a4f8671,gsm8k::gsm8k-197,pb_gsm8k_q4,pb_source_v2:1aea626b4cf5a0a1201649a8,3,7,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_gsm8k_q4__c83af86cb9c7d351,gsm8k::gsm8k-198,pb_gsm8k_q4,pb_source_v2:59c1f5c956a2ede98da66403,5,6,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__e35b3c2cefe2c010,gsm8k::gsm8k-199,pb_gsm8k_q4,pb_source_v2:2064b5a551cb06925e74d293,3,3,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__ccd98424ede05dd8,gsm8k::gsm8k-2,pb_gsm8k_q4,pb_source_v2:5c273a4296dab569a9227675,2,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__0d5ec85da3b06019,gsm8k::gsm8k-20,pb_gsm8k_q4,pb_source_v2:798a745298c85d2fb4d4d6e4,1,3,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__61532c84c480d7e9,gsm8k::gsm8k-208,pb_gsm8k_q4,pb_source_v2:a4de1b0d96af78d00d1b12f5,5,5,True,False,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_gsm8k_q4__74d6ae235643a01a,gsm8k::gsm8k-21,pb_gsm8k_q4,pb_source_v2:9b418b58f2d6b6c0a90f6035,6,7,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__42060c7ee63b12a9,gsm8k::gsm8k-22,pb_gsm8k_q4,pb_source_v2:91e7fa5da4a5aae2e2428578,6,7,True,False,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_gsm8k_q4__4d6d77c8e415150d,gsm8k::gsm8k-23,pb_gsm8k_q4,pb_source_v2:b10bfc1200abd5a85b50cc62,2,6,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_gsm8k_q4__d6bf7bac8ff5caab,gsm8k::gsm8k-24,pb_gsm8k_q4,pb_source_v2:0e762e85088891d175fbaeb6,2,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__99a4b4ea9a642d6e,gsm8k::gsm8k-25,pb_gsm8k_q4,pb_source_v2:0264a7faeb62e07f12a024be,4,4,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__d271aeec17c03984,gsm8k::gsm8k-26,pb_gsm8k_q4,pb_source_v2:3d994447a15548bb0e94920d,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__a86265c4e080d327,gsm8k::gsm8k-264,pb_gsm8k_q4,pb_source_v2:8fd6525f5b25a51226ed5c53,2,4,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__e2ac10de7d59a663,gsm8k::gsm8k-27,pb_gsm8k_q4,pb_source_v2:52e0be8f2f464344820ed57a,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__f124be09e1f1cea8,gsm8k::gsm8k-28,pb_gsm8k_q4,pb_source_v2:c073d855602b7fe40bd1a0e4,2,4,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_gsm8k_q4__e4fa7007e24ac0d1,gsm8k::gsm8k-29,pb_gsm8k_q4,pb_source_v2:d08bed33a30751e1b482f5a4,2,4,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__0de3d7f1a1e0dd33,gsm8k::gsm8k-290,pb_gsm8k_q4,pb_source_v2:053f45e769c518be9409a1a4,1,2,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__7f839caf8313a7b4,gsm8k::gsm8k-293,pb_gsm8k_q4,pb_source_v2:f592e2d50986bf56626de570,1,4,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__167e45ad28a7e159,gsm8k::gsm8k-3,pb_gsm8k_q4,pb_source_v2:617ce0318c9177c58829db39,3,4,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__3b689161824d6179,gsm8k::gsm8k-30,pb_gsm8k_q4,pb_source_v2:1b04a9406d5144143743ef67,3,3,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__e65849c1129e633b,gsm8k::gsm8k-307,pb_gsm8k_q4,pb_source_v2:7a9da644d3e1e8b3680a5c6c,2,4,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__4c8ece146c61d1df,gsm8k::gsm8k-31,pb_gsm8k_q4,pb_source_v2:3c7ee3f0b13b459809461336,7,7,True,False,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_gsm8k_q4__0bb894271d9878f5,gsm8k::gsm8k-312,pb_gsm8k_q4,pb_source_v2:136846f0ef6caf11983ac6ee,1,3,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__5a9a660921514f18,gsm8k::gsm8k-32,pb_gsm8k_q4,pb_source_v2:03f76a647338acaaeca5701b,3,5,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__60a0c76e0645f4d9,gsm8k::gsm8k-33,pb_gsm8k_q4,pb_source_v2:e444570cf1d4cdd14872726a,3,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__da5067453074bded,gsm8k::gsm8k-34,pb_gsm8k_q4,pb_source_v2:b0dc7171ec99375c40721a23,4,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__745f9f9f243d0379,gsm8k::gsm8k-35,pb_gsm8k_q4,pb_source_v2:1996a72dbf80558f4505f413,4,5,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__4aec9ecd2c594222,gsm8k::gsm8k-36,pb_gsm8k_q4,pb_source_v2:fbca4a501fef777426771b32,4,5,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_gsm8k_q4__4b482bfccf0761b5,gsm8k::gsm8k-37,pb_gsm8k_q4,pb_source_v2:912e4d5a0315ec9daf450ab7,2,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_gsm8k_q4__eb4b5d5655a304a4,gsm8k::gsm8k-38,pb_gsm8k_q4,pb_source_v2:a390bffd7dd7262b85fbf53e,6,8,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_gsm8k_q4__2a53bb5c7d8f03db,gsm8k::gsm8k-39,pb_gsm8k_q4,pb_source_v2:6727c54e8779a8dad0d88eb4,3,5,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_gsm8k_q4__b6db13b6814c8a22,gsm8k::gsm8k-399,pb_gsm8k_q4,pb_source_v2:d773e7952a94ec27388fbffc,1,6,True,False,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,2,2
pb_gsm8k_q4__d9331bf18910de2b,gsm8k::gsm8k-4,pb_gsm8k_q4,pb_source_v2:c801a0da93a4310b3ecb1b4e,3,5,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_gsm8k_q4__fdf1374effafed8d,gsm8k::gsm8k-40,pb_gsm8k_q4,pb_source_v2:55528533cc93f490f454c714,2,4,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
