uid,cell,group,fold,method,target,peak,gate_open,category
pb_gsm8k_q4__571471e90a320be0,pb_gsm8k_q4,pb_source_v2:e1285b19802da406262539cf,2,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__41412661f1a3ea4d,pb_gsm8k_q4,pb_source_v2:e2582278258ec9017c50c297,1,entropy_H1,-1,3,True,clean_false_alarm
pb_gsm8k_q4__1010b9ad603a0c01,pb_gsm8k_q4,pb_source_v2:dceb7c73dd545bc71d850af9,0,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__c6e37028fc005f4b,pb_gsm8k_q4,pb_source_v2:b209a5d110029e28811c65c5,0,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__1e00cdc56d8bc47c,pb_gsm8k_q4,pb_source_v2:381a6b9afef83b9e5f877105,1,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__69a144685d052637,pb_gsm8k_q4,pb_source_v2:1cb038acd83346246745c392,4,entropy_H1,-1,4,True,clean_false_alarm
pb_gsm8k_q4__87554cda1f533f2e,pb_gsm8k_q4,pb_source_v2:70c5ff30997292eb9676429f,2,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__290b3d1cc5e816e0,pb_gsm8k_q4,pb_source_v2:790c6a79b5b860d3983885bb,1,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__d0fd972e56b88e6f,pb_gsm8k_q4,pb_source_v2:e4d81d5ad61492bdf4c1d82a,2,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__bce874bc6469c744,pb_gsm8k_q4,pb_source_v2:26737344ea10d6547706ed20,1,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__d271aeec17c03984,pb_gsm8k_q4,pb_source_v2:3d994447a15548bb0e94920d,0,entropy_H1,0,0,True,error_hit
pb_gsm8k_q4__cee3e1910c7961ff,pb_gsm8k_q4,pb_source_v2:05b5db5d64d2d00de50f6a88,1,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__430f482ac91c38ef,pb_gsm8k_q4,pb_source_v2:710adcabc09fd2c3b9da5ebb,3,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__ea048e3366cb2c84,pb_gsm8k_q4,pb_source_v2:5efe7b03f61a0b981bd96ff6,4,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__2b86573f49f5c6df,pb_gsm8k_q4,pb_source_v2:908924ef11dcb8a0200ebd90,4,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__a86265c4e080d327,pb_gsm8k_q4,pb_source_v2:8fd6525f5b25a51226ed5c53,4,entropy_H1,1,1,True,error_hit
pb_gsm8k_q4__1f5c8c154be702bf,pb_gsm8k_q4,pb_source_v2:f4e2ff0bf027f76a6d55430b,3,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__f98aeec6880741a2,pb_gsm8k_q4,pb_source_v2:4783e30761c87bde4f49b6e2,4,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__c7b2273c8da8f753,pb_gsm8k_q4,pb_source_v2:3b97984f83ca28b36f876f99,4,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__1286b82810ce85a1,pb_gsm8k_q4,pb_source_v2:7498eae62e7a5257ec1a9a67,2,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__cc4b66dd0b0d8f15,pb_gsm8k_q4,pb_source_v2:576b2cfdf78a68a7e9cce953,2,entropy_H1,-1,3,False,clean_correct
pb_gsm8k_q4__e2ac10de7d59a663,pb_gsm8k_q4,pb_source_v2:52e0be8f2f464344820ed57a,4,entropy_H1,0,0,True,error_hit
pb_gsm8k_q4__6a5142df77460d54,pb_gsm8k_q4,pb_source_v2:8411ed1e3c55e6aa5b494536,4,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__08874a26b805031c,pb_gsm8k_q4,pb_source_v2:d773e7952a94ec27388fbffc,4,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__58f68ed1e58303e7,pb_gsm8k_q4,pb_source_v2:d55219a2f651cfcb3c6095c6,0,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__8c269ca0b7750464,pb_gsm8k_q4,pb_source_v2:50120e62b33d2e2b1afc13e1,1,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__1a80366f95b3a56d,pb_gsm8k_q4,pb_source_v2:dac55fbe5a91cbb1879d3ab9,1,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__2343acd34431ca41,pb_gsm8k_q4,pb_source_v2:8db337a49418fd6f1f89fda8,0,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__f6729d7b427a94c5,pb_gsm8k_q4,pb_source_v2:94c5beec9be8ef681c69764b,1,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__b5b7fa4a3026ab12,pb_gsm8k_q4,pb_source_v2:428761e289e8d36b160dbb14,4,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__b5a288f627d31517,pb_gsm8k_q4,pb_source_v2:75bd98ff26a608769a1553b7,1,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__2141073fb8cbdea8,pb_gsm8k_q4,pb_source_v2:8b75a12254132bcaa50bd6e8,1,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__f124be09e1f1cea8,pb_gsm8k_q4,pb_source_v2:c073d855602b7fe40bd1a0e4,4,entropy_H1,1,1,True,error_hit
pb_gsm8k_q4__6bb567cddbb44c0d,pb_gsm8k_q4,pb_source_v2:a02a9dd44a028b48ee25b7c1,3,entropy_H1,-1,3,True,clean_false_alarm
pb_gsm8k_q4__a2e1d8e097bfdd34,pb_gsm8k_q4,pb_source_v2:011dc66bffbfedf77698dbde,0,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__cb17255fbcc0f14b,pb_gsm8k_q4,pb_source_v2:ff564eee69afe358b3d19537,3,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__e2fc09716ef23161,pb_gsm8k_q4,pb_source_v2:3feaff94893798bf50d3b85f,4,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__b3d574f73600d655,pb_gsm8k_q4,pb_source_v2:c41d4feabce1e9a42763dab6,3,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__21719d3401b76702,pb_gsm8k_q4,pb_source_v2:81c84c1bcb2cee5950cade37,3,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__a351c92f719bc982,pb_gsm8k_q4,pb_source_v2:c9da308003667fe153894159,0,entropy_H1,-1,3,True,clean_false_alarm
pb_gsm8k_q4__72f650699650d3b1,pb_gsm8k_q4,pb_source_v2:793a34c05c5eddf18044e9ad,0,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__324f61357359705f,pb_gsm8k_q4,pb_source_v2:56680f207e277d0832470931,1,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__76ccb49e3ba92d16,pb_gsm8k_q4,pb_source_v2:b13dce67ede5758f2b4ae90e,1,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__e4fa7007e24ac0d1,pb_gsm8k_q4,pb_source_v2:d08bed33a30751e1b482f5a4,2,entropy_H1,1,1,True,error_hit
pb_gsm8k_q4__0de3d7f1a1e0dd33,pb_gsm8k_q4,pb_source_v2:053f45e769c518be9409a1a4,3,entropy_H1,0,0,False,gate_only_miss
pb_gsm8k_q4__669da1b6a26bfdc4,pb_gsm8k_q4,pb_source_v2:ef88a9e1719ce4c54e6cceeb,2,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__92d192783a3cba75,pb_gsm8k_q4,pb_source_v2:25fd58bad80a0defec895054,1,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__7f839caf8313a7b4,pb_gsm8k_q4,pb_source_v2:f592e2d50986bf56626de570,1,entropy_H1,0,0,True,error_hit
pb_gsm8k_q4__863606276a88373e,pb_gsm8k_q4,pb_source_v2:4b7297b47da8c4f180a211eb,1,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__1417db7fda3f87db,pb_gsm8k_q4,pb_source_v2:68de5ac410fd32842103f375,2,entropy_H1,-1,3,False,clean_correct
pb_gsm8k_q4__66cf891d9bd02114,pb_gsm8k_q4,pb_source_v2:2c33011136b85c88d39be60f,0,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__bb599ee7842d9a4e,pb_gsm8k_q4,pb_source_v2:67edeb0d4adcc8e0b94fa608,3,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__7721c369255f120f,pb_gsm8k_q4,pb_source_v2:ed74c4c4caddf35835bc0665,1,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__93292000f82b8055,pb_gsm8k_q4,pb_source_v2:d266c2c989b6d4b00f4b98e4,2,entropy_H1,-1,4,False,clean_correct
pb_gsm8k_q4__167e45ad28a7e159,pb_gsm8k_q4,pb_source_v2:617ce0318c9177c58829db39,0,entropy_H1,2,1,True,locator_only_miss
pb_gsm8k_q4__3b689161824d6179,pb_gsm8k_q4,pb_source_v2:1b04a9406d5144143743ef67,1,entropy_H1,2,0,True,locator_only_miss
pb_gsm8k_q4__80e956695d049058,pb_gsm8k_q4,pb_source_v2:225b71e5f3d402d50996632d,2,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__258acb46bdf5b87c,pb_gsm8k_q4,pb_source_v2:d8af01e8626f2b08cc37d259,0,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__31342ed95500823d,pb_gsm8k_q4,pb_source_v2:dcb2cf7d422368e3013444da,3,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__df6c27d6c22beb0e,pb_gsm8k_q4,pb_source_v2:8a979bc837e6e49762ca03d7,4,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__0dda23397bb0bfd9,pb_gsm8k_q4,pb_source_v2:2bbdc98e5efd30ec5df1a6f6,4,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__812052d60edec1a5,pb_gsm8k_q4,pb_source_v2:d3d2d76a82070a0462103ae6,2,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__1f14e46541d188e4,pb_gsm8k_q4,pb_source_v2:d79a0a1e51f40426474865ed,0,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__e65849c1129e633b,pb_gsm8k_q4,pb_source_v2:7a9da644d3e1e8b3680a5c6c,1,entropy_H1,1,1,True,error_hit
pb_gsm8k_q4__5adeac2e2de89162,pb_gsm8k_q4,pb_source_v2:16107f5391946e505202f18a,3,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__e10158d2a7c26ade,pb_gsm8k_q4,pb_source_v2:87872dd0e19ec441c7bf2d3e,1,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__4c8ece146c61d1df,pb_gsm8k_q4,pb_source_v2:3c7ee3f0b13b459809461336,2,entropy_H1,6,6,True,error_hit
pb_gsm8k_q4__40377a7f9e63bdce,pb_gsm8k_q4,pb_source_v2:b30784db8347fa20525dd3be,3,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__a47313fe73abce05,pb_gsm8k_q4,pb_source_v2:532f21d9d56d9a0cc773a18c,4,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__0bb894271d9878f5,pb_gsm8k_q4,pb_source_v2:136846f0ef6caf11983ac6ee,2,entropy_H1,0,0,True,error_hit
pb_gsm8k_q4__7862d2437562a1e9,pb_gsm8k_q4,pb_source_v2:f5af76ef772842970143c6dc,3,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__122674e65f7079b5,pb_gsm8k_q4,pb_source_v2:bccde78700788f48c562016d,1,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__40ffe508eb1b6ceb,pb_gsm8k_q4,pb_source_v2:33e8afa142e31aee0f8396e1,2,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__d26b3e7e5bd35947,pb_gsm8k_q4,pb_source_v2:6b14d2eb20ae834c16bb2f91,3,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__574c77f410ece638,pb_gsm8k_q4,pb_source_v2:db2d2e36b8659d9cbd1ab293,2,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__4d2039d84cdd5394,pb_gsm8k_q4,pb_source_v2:390c280ec65799fa4938059f,1,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__1216b223ec328682,pb_gsm8k_q4,pb_source_v2:da2760f4f2f38c0840297281,4,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__5a9a660921514f18,pb_gsm8k_q4,pb_source_v2:03f76a647338acaaeca5701b,3,entropy_H1,2,3,True,locator_only_miss
pb_gsm8k_q4__585a36cdbc2b3473,pb_gsm8k_q4,pb_source_v2:0a2730fdc05ef2edb6c98851,3,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__12cd417ed4347cde,pb_gsm8k_q4,pb_source_v2:b658cc3bc6453a2ab1b0818a,0,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__41bf69e41eb984cc,pb_gsm8k_q4,pb_source_v2:aea1f30b23e918eb4c7bc0fa,2,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__c0661ca4c6f88d7f,pb_gsm8k_q4,pb_source_v2:804b6b67ebebc7e3ba16a757,3,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__119dbb49c40f1b35,pb_gsm8k_q4,pb_source_v2:32baaad46e2b553a3d259590,0,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__b6ffad536d296f15,pb_gsm8k_q4,pb_source_v2:5bcf7f5517b45dc3f3ac2548,3,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__f3c05ca039e55953,pb_gsm8k_q4,pb_source_v2:135430c89fe3361e0ba10a37,1,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__25a8958c29116750,pb_gsm8k_q4,pb_source_v2:1f6b279966936dbf2737ee36,4,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__e19ecc3a27ed8856,pb_gsm8k_q4,pb_source_v2:2a96bfc8f043505b04265276,0,entropy_H1,-1,3,True,clean_false_alarm
pb_gsm8k_q4__34bed2b38fb1a86d,pb_gsm8k_q4,pb_source_v2:df302425eee3d4fd6c4985e1,2,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__60a0c76e0645f4d9,pb_gsm8k_q4,pb_source_v2:e444570cf1d4cdd14872726a,3,entropy_H1,2,4,False,both_miss
pb_gsm8k_q4__34a276333b84738a,pb_gsm8k_q4,pb_source_v2:f43995a25985fac6a8a1abb3,0,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__e8e28f72cf9976be,pb_gsm8k_q4,pb_source_v2:14e162fcd6496bfd99317c9b,3,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__8a652dac19164f16,pb_gsm8k_q4,pb_source_v2:72fa5474be137a1a94dab2a9,2,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__a23eb60d4458b370,pb_gsm8k_q4,pb_source_v2:a9798075c6e641a8b2e8ef99,2,entropy_H1,-1,4,False,clean_correct
pb_gsm8k_q4__5886a4a365a02a7b,pb_gsm8k_q4,pb_source_v2:2e4540b8e9e3979c0567cb56,3,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__ebbd6e4958957a69,pb_gsm8k_q4,pb_source_v2:68c5c8993f3fbb971b1bba1d,2,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__d306a6a0b9dd38c9,pb_gsm8k_q4,pb_source_v2:acd9ee67b008efe45f5a28bd,2,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__f01aab4056049a24,pb_gsm8k_q4,pb_source_v2:97c10927ced6b034e08be3cf,3,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__67757f7ecd653244,pb_gsm8k_q4,pb_source_v2:64e4aef69f939ee96a17b5dd,2,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__0e9d753771b7ccf0,pb_gsm8k_q4,pb_source_v2:213f499084704dd84b48649a,0,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__da5067453074bded,pb_gsm8k_q4,pb_source_v2:b0dc7171ec99375c40721a23,4,entropy_H1,3,0,False,both_miss
pb_gsm8k_q4__7f5ad353ea74165b,pb_gsm8k_q4,pb_source_v2:d5807538e492627e6bb4cf4a,4,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__aaa45201a922f66d,pb_gsm8k_q4,pb_source_v2:8442b01bf873cb623d48ce23,2,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__6bbe154c4a6ac1cd,pb_gsm8k_q4,pb_source_v2:2e9bb88c177fdf7ec236c946,1,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__6a0c9f6b1d0c1830,pb_gsm8k_q4,pb_source_v2:c30d1d777b714fd79c856fd7,4,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__cb4925902b4a39a3,pb_gsm8k_q4,pb_source_v2:07cde4e475a98b4bfa2c6756,3,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__7b3d1557fbb8302a,pb_gsm8k_q4,pb_source_v2:569fe2a067082d1d21647bd6,4,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__dceadac39c2fb84b,pb_gsm8k_q4,pb_source_v2:15e94c36279f5ef449d222b3,2,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__1de64dbd35316ac5,pb_gsm8k_q4,pb_source_v2:55091194deedd01e75ab16a7,0,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__2e0a0fb4f15e713a,pb_gsm8k_q4,pb_source_v2:a80a2f35ac31460e8b2875d6,2,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__cc4d5eb5ecc87ae3,pb_gsm8k_q4,pb_source_v2:941d3e9751cc05b912cad936,4,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__745f9f9f243d0379,pb_gsm8k_q4,pb_source_v2:1996a72dbf80558f4505f413,2,entropy_H1,3,0,True,locator_only_miss
pb_gsm8k_q4__12260e2f1f967c81,pb_gsm8k_q4,pb_source_v2:8ee7c8708dc2bb2e1b991194,2,entropy_H1,-1,4,False,clean_correct
pb_gsm8k_q4__ab384077ec5c1492,pb_gsm8k_q4,pb_source_v2:2ecb025c817b5fc409a422f1,4,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__b39a3d001aae750d,pb_gsm8k_q4,pb_source_v2:71b4d5a23b54770fb98ca477,3,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__921b9e83b2f2f36b,pb_gsm8k_q4,pb_source_v2:a91423e87578c297e7622dd4,3,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__ea024609e066e81d,pb_gsm8k_q4,pb_source_v2:abc4bc90358d1be1f98e123d,4,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__659f691bb0991cb4,pb_gsm8k_q4,pb_source_v2:a71aa33bd214998e962151f3,2,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__c757eacd393627d1,pb_gsm8k_q4,pb_source_v2:b7ddd1bf0537596dbc5d17d8,2,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__5035dc79324a3e7e,pb_gsm8k_q4,pb_source_v2:9ef4bdeda0b9b726d48af2a6,3,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__c439f724a64f8f41,pb_gsm8k_q4,pb_source_v2:c4325a52ba4070af41b41ab2,0,entropy_H1,-1,4,False,clean_correct
pb_gsm8k_q4__b54760ac4a6d4417,pb_gsm8k_q4,pb_source_v2:ee542b0939a9d1e43c8f0ccd,2,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__4aec9ecd2c594222,pb_gsm8k_q4,pb_source_v2:fbca4a501fef777426771b32,1,entropy_H1,3,1,True,locator_only_miss
pb_gsm8k_q4__a952c5cc7bb0b9a7,pb_gsm8k_q4,pb_source_v2:18c6439b34a851fdff77381f,0,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__75a4607dc59f9ccf,pb_gsm8k_q4,pb_source_v2:7ff105924f5ef42bc8084f5e,4,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__7d6822526af740e6,pb_gsm8k_q4,pb_source_v2:9d60408c06a74421eb2adb81,1,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__f07ca3f9df092a89,pb_gsm8k_q4,pb_source_v2:e8aa751873f681ba49d9116a,4,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__2824901fe94df431,pb_gsm8k_q4,pb_source_v2:63f048e6165773f9dfa32374,1,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__51687c38132a744d,pb_gsm8k_q4,pb_source_v2:1e1f15a4f98ff3cf54bcbbb5,1,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__7c9e2c773862c69f,pb_gsm8k_q4,pb_source_v2:51945676cecd05b62661047f,4,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__176f09088a550d11,pb_gsm8k_q4,pb_source_v2:3108ee44b87770d363645513,4,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__d633761ffaa18c09,pb_gsm8k_q4,pb_source_v2:e7bbdfee25d7d72dc7a69122,1,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__853ff4b88cced86b,pb_gsm8k_q4,pb_source_v2:966ffbb662da449ad6d0ccb8,1,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__4b482bfccf0761b5,pb_gsm8k_q4,pb_source_v2:912e4d5a0315ec9daf450ab7,1,entropy_H1,1,1,False,gate_only_miss
pb_gsm8k_q4__38c93052a76f0247,pb_gsm8k_q4,pb_source_v2:46ce7073561764ace4b57387,3,entropy_H1,-1,3,True,clean_false_alarm
pb_gsm8k_q4__7e2790e2df28842f,pb_gsm8k_q4,pb_source_v2:41b8dd72b8f3a90c8247b403,2,entropy_H1,-1,3,False,clean_correct
pb_gsm8k_q4__929b8b20f1ac5f7f,pb_gsm8k_q4,pb_source_v2:068ad465dc69dcf134b06dcd,2,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__3ac14e88e5f12e31,pb_gsm8k_q4,pb_source_v2:7594a2de1d3ca2f484655eb0,3,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__fcd62a3c3d46fa9e,pb_gsm8k_q4,pb_source_v2:a8011976d7ce0e0e2f99c380,3,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__db5fe4f1cabefb97,pb_gsm8k_q4,pb_source_v2:e5dbfc5b4e41fb868cc102dc,0,entropy_H1,-1,4,True,clean_false_alarm
pb_gsm8k_q4__0b0f383e60c4ede1,pb_gsm8k_q4,pb_source_v2:d4f5fb894811556ce82a1d79,2,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__94bb1dafae825aef,pb_gsm8k_q4,pb_source_v2:ee651c079c8f54564dce6516,4,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__d934e350c1d68e38,pb_gsm8k_q4,pb_source_v2:40077d80b9360169828a4ce1,2,entropy_H1,-1,5,False,clean_correct
pb_gsm8k_q4__4fcbb4a3e2a1a0df,pb_gsm8k_q4,pb_source_v2:06591e3000388735364d0f5a,0,entropy_H1,-1,3,True,clean_false_alarm
pb_gsm8k_q4__eb4b5d5655a304a4,pb_gsm8k_q4,pb_source_v2:a390bffd7dd7262b85fbf53e,3,entropy_H1,5,5,True,error_hit
pb_gsm8k_q4__d1fc024ee328030a,pb_gsm8k_q4,pb_source_v2:874db77111386be3c049ca42,4,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__a9c6a72100ef8f1f,pb_gsm8k_q4,pb_source_v2:c1f31e1afb573aad0df0388a,3,entropy_H1,-1,0,False,clean_correct
pb_gsm8k_q4__9335fc01f70b3e61,pb_gsm8k_q4,pb_source_v2:37660e5675d1771fd1285d12,1,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__f12115b41f33eefa,pb_gsm8k_q4,pb_source_v2:0d5bf73514e9adcf4e6cc6cc,1,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__c02f3566f9c0530d,pb_gsm8k_q4,pb_source_v2:b8b9bfd39eb0e30cda8cb711,0,entropy_H1,-1,1,False,clean_correct
pb_gsm8k_q4__c13d8e6bb9b77ba3,pb_gsm8k_q4,pb_source_v2:39fda382b145630d85efba7c,1,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__4baf9c1e9ba63eb4,pb_gsm8k_q4,pb_source_v2:fc19f1bb02531b4cd0be8555,0,entropy_H1,-1,2,False,clean_correct
pb_gsm8k_q4__a01e837ef9475197,pb_gsm8k_q4,pb_source_v2:2cdcaf2f679e9db94d8e5f47,0,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__e11772c945790cfa,pb_gsm8k_q4,pb_source_v2:44a2b84ca387a0883bff0e89,1,entropy_H1,-1,1,True,clean_false_alarm
pb_gsm8k_q4__feb6a80382e83a7e,pb_gsm8k_q4,pb_source_v2:6206bc51a78315ffc1763091,4,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__2a53bb5c7d8f03db,pb_gsm8k_q4,pb_source_v2:6727c54e8779a8dad0d88eb4,4,entropy_H1,2,2,True,error_hit
pb_gsm8k_q4__eb5e0c8ce07e94f6,pb_gsm8k_q4,pb_source_v2:40682b782432ce923471ae0a,3,entropy_H1,-1,4,True,clean_false_alarm
pb_gsm8k_q4__d29bb111f57dc652,pb_gsm8k_q4,pb_source_v2:a00e3bac19824f24805c2d97,2,entropy_H1,-1,3,True,clean_false_alarm
pb_gsm8k_q4__ecfd221f20fa605b,pb_gsm8k_q4,pb_source_v2:8cae947b581d6be24ea0d1a2,3,entropy_H1,-1,3,True,clean_false_alarm
pb_gsm8k_q4__f81bb2c3b5a28950,pb_gsm8k_q4,pb_source_v2:2572d479f96d18299a51e2d5,3,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__b62aa9fc4b561364,pb_gsm8k_q4,pb_source_v2:74a4b9ac2a0a286d8228d013,1,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__33c495fe656cf2bf,pb_gsm8k_q4,pb_source_v2:d24440763988694e30a619e1,1,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__af1232a6588099ef,pb_gsm8k_q4,pb_source_v2:821ba4d3cdae58d0b884efdb,2,entropy_H1,-1,0,True,clean_false_alarm
pb_gsm8k_q4__fea9afc6f36fd13c,pb_gsm8k_q4,pb_source_v2:ed9aa2c6b29a3a4471b03585,0,entropy_H1,-1,7,True,clean_false_alarm
pb_gsm8k_q4__0aabe9c61cacd1a3,pb_gsm8k_q4,pb_source_v2:786a70bb2d54eaae94486155,2,entropy_H1,-1,2,True,clean_false_alarm
pb_gsm8k_q4__b6db13b6814c8a22,pb_gsm8k_q4,pb_source_v2:d773e7952a94ec27388fbffc,4,entropy_H1,0,0,True,error_hit
pb_gsm8k_q4__d9331bf18910de2b,pb_gsm8k_q4,pb_source_v2:c801a0da93a4310b3ecb1b4e,4,entropy_H1,2,2,True,error_hit
pb_gsm8k_q4__fdf1374effafed8d,pb_gsm8k_q4,pb_source_v2:55528533cc93f490f454c714,0,entropy_H1,1,0,False,both_miss
