family,method,pool,description,origin,track_record,similar,macro,qa,math,cells,size_mean,size_median,size_min,size_max,size_cells,top_features,picks_subset,needs_anchor,scale,reproduces,macro_today,drift_pp,frac_size3,macro_spread_pp,cell_spread_pp,worst_cell_spread_pp,macro_eigen,macro_complete,role,status,step
a2_groupfs,a2.select,c46,"GroupFS's own selection readout (feature-granular, via the group discovery mechanism). GroupFS: Gumbel-softmax soft group assignment + per-group stochastic gates, trained against sample-graph smoothness + feature-graph smoothness + group sparsity (3-term loss). DUFS: per-feature stochastic gates trained against Laplacian-score sample smoothness alone. Both use the self-tuning kernel graph + t=2 random-walk diffusion.","GroupFS: Lifshitz, Lindenbaum, Mishne, Meir, Benisty — ""Unsupervised Feature Selection Through Group Discovery"" (AAAI 2026, arXiv:2511.09166); no official code, clean-room torch reimplementation. Its selection signal is replaced by DUFS: Lindenbaum, Shaham, Svirsky, Peterfreund, Kluger — ""Differentiable Unsupervised Feature Selection based on a Gated Laplacian"" (NeurIPS 2021, arXiv:2007.04728) — see a2.dufs below.","a2.dufs 0.7502, a2.select (GroupFS's own readout) 0.7481 — both just under GOOD_5 (0.7519). The 2026-07-23 fidelity audit found BOTH are faithful to their papers' equations, but GroupFS's own group-gate readout saturates open under our CPU budget, so selection was replaced with the DUFS per-feature signal (documented deviation) — meaning a2.select vs a2.dufs is really ""one gate mechanism, two readouts,"" not two different papers head to head. See results/advisor_inscope/fs_paper_fidelity.md for the full audit.","a2.dufs, a2.dufs_pf, a2.groups@good5, a2.select+groups",0.7481,0.7072,0.7754,25,20.2,20,8,30,25,"epr, mean_top1_logprob, mean_logprob_entropy",yes,yes,unit,verified,0.7481,0.0,0.0,0.0,0.0,0.0,0.7476,0.7481,fs_selector_candidate,,Step 186
a6_pseudolabel_gates,a6.pl_dufs_noseed,c46,"a6.pl_dufs's gated picks WITHOUT the always-on seed views — isolates the gates' own contribution. Fuse 4 seed views (epr, low_band_power, spectral_entropy, cusum_max — a label-free priority-list rule, held out of the selectable pool to avoid circularity) via continuous L-SML into a pseudo-label; supervise DUFS's per-feature gates with a CENTERED agreement-with-pseudo-label reward on top of the unsupervised Laplacian-smoothness term.","No single paper — Omri's idea (2026-07-22), built on top of a2_groupfs's DUFS gate machinery (Lindenbaum et al. 2021, see a2_groupfs) plus the project's own prior pseudo-label mechanism (`fusion_utils.best_nadler_pseudo_label`, Step ~100, which built a pseudo-label by MAJORITY-VOTE BINARIZATION for an exhaustive search — a6 instead uses CONTINUOUS L-SML fusion and spends the pseudo-label on the gate objective).","a6.pl_dufs 0.7524 — the ONLY learned selector to nominally edge GOOD_5 (+0.05pp, not significant), and ADOPTED AS THE SELECTOR OF RECORD despite both pre-registered gates (mechanism rho>=0.30, performance >=+1.0pp) FAILING. Seed-choice experiments (2026-07-23, WS4): swapping seeds for LOCO_5's views or diverse-centrality picks moves it by only -0.02 to -0.07pp — the seed set is not the lever. A full-pool (no-held-out-seeds) variant (a6.fp_dufs) scores about the same (0.7508).","a6.dufs, a6.fp_dufs, a6.fp_rank, a6.pl_dufs",0.7478,0.7008,0.7791,25,16.2,16,12,20,25,"epr_spilled, mean_top1_logprob, mean_logprob_entropy",yes,yes,unit,verified,0.7478,0.0,0.0,0.0,0.0,0.0,0.7384,0.7416,fs_selector_candidate,,Step 194
a4_antigravity,a4.good5+K_intrinsic_kn,c46,GOOD_5 features with K set by an intrinsic-dimension Kritchman-Nadler rank test. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr).,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.anchor_s6",0.7472,0.7099,0.7721,25,5,5,5,5,25,"epr, spectral_entropy, low_band_power",yes,yes,unit,verified,0.7472,0.0,0.0,0.0,0.0,0.0,0.7472,0.7472,fs_selector_candidate,,Step 186
a4_antigravity,a4.good5+K_intrinsic_kn,h16,GOOD_5 features with K set by an intrinsic-dimension Kritchman-Nadler rank test. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr).,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.anchor_s6",0.7472,0.7099,0.7721,25,5,5,5,5,25,"epr, spectral_entropy, low_band_power",yes,yes,unit,verified,0.7472,0.0,0.0,0.0,0.0,0.0,0.7472,0.7472,fs_selector_candidate,,Step 186
a1_residual,a1.good5+K_kn,c46,"GOOD_5 with K chosen by the Kritchman-Nadler rank test. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.good5+K_ah, a1.minres+K_ah, a1.minres_exh_adapt, a1.minres_exh_s4",0.7467,0.7096,0.7715,25,5,5,5,5,25,"epr, spectral_entropy, low_band_power",yes,yes,unit,re-run today,0.7467,,0.0,0.0,0.0,0.0,0.7467,0.7467,fs_selector_candidate,,Step 186
a1_residual,a1.good5+K_kn,h16,"GOOD_5 with K chosen by the Kritchman-Nadler rank test. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.good5+K_ah, a1.minres+K_ah, a1.minres_exh_adapt, a1.minres_exh_s4",0.7467,0.7096,0.7715,25,5,5,5,5,25,"epr, spectral_entropy, low_band_power",yes,yes,unit,verified,0.7467,0.0,0.0,0.0,0.0,0.0,0.7467,0.7467,fs_selector_candidate,,Step 186
a1_residual,a1.good5+K_kn+scale_complete,c46,"GOOD_5 with K chosen by the Kritchman-Nadler rank test. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests. Same method, re-derived with L-SML's rank-one loading estimator set to scale S. 'unit' is the historical default and does not satisfy Lemma 1; 'complete' is the exact masked-completion fit. Only selectors whose objective calls L-SML are affected.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.good5+K_kn, a1.good5+K_ah, a1.minres+K_ah, a1.minres_exh_adapt, a1.minres_exh_s4",0.7467,0.7096,0.7715,25,5,5,5,5,25,"epr, spectral_entropy, low_band_power",yes,yes,complete,re-run today,0.7467,,0.0,,,,,,fs_selector_candidate,"corrected criterion, +0.00pp vs 'unit'",205
a2_groupfs,a2.select+groups,c46,"a2.select's chosen features, fused WITH the discovered group assignment (clustering swap) instead of re-discovering groups at fusion time. GroupFS: Gumbel-softmax soft group assignment + per-group stochastic gates, trained against sample-graph smoothness + feature-graph smoothness + group sparsity (3-term loss). DUFS: per-feature stochastic gates trained against Laplacian-score sample smoothness alone. Both use the self-tuning kernel graph + t=2 random-walk diffusion.","GroupFS: Lifshitz, Lindenbaum, Mishne, Meir, Benisty — ""Unsupervised Feature Selection Through Group Discovery"" (AAAI 2026, arXiv:2511.09166); no official code, clean-room torch reimplementation. Its selection signal is replaced by DUFS: Lindenbaum, Shaham, Svirsky, Peterfreund, Kluger — ""Differentiable Unsupervised Feature Selection based on a Gated Laplacian"" (NeurIPS 2021, arXiv:2007.04728) — see a2.dufs below.","a2.dufs 0.7502, a2.select (GroupFS's own readout) 0.7481 — both just under GOOD_5 (0.7519). The 2026-07-23 fidelity audit found BOTH are faithful to their papers' equations, but GroupFS's own group-gate readout saturates open under our CPU budget, so selection was replaced with the DUFS per-feature signal (documented deviation) — meaning a2.select vs a2.dufs is really ""one gate mechanism, two readouts,"" not two different papers head to head. See results/advisor_inscope/fs_paper_fidelity.md for the full audit.","a2.dufs, a2.dufs_pf, a2.groups@good5, a2.select",0.7462,0.7043,0.7742,25,20.2,20,8,30,25,"epr, mean_top1_logprob, mean_logprob_entropy",yes,yes,unit,not replayable,,,0.0,,,,,,fs_selector_candidate,,Step 186
reference_macros,lsml.all_30_views,inscope,"Continuous L-SML fused over every available view with no selection at all. The honest no-subset baseline: any selector must beat this to justify selecting. Quoted at the unit loading scale to match the scoreboard rows; at unit it is 0.7457, eigen it is 0.7444, complete it is 0.7452.","Jaffe, Fetaya, Nadler et al. — latent SML (AISTATS 2016).",Beats half the selectors while selecting nothing.,"random_s6, ref.GOOD_6",0.7457,,,25,28.7,,27,30,25,— (all views),no — uses all views,yes,unit,re-run Step 204,0.7457,,0.0,,,,0.7444,0.7452,fs_selector_candidate,NO-SELECTION BASELINE,204
a1_residual,a1.good5+K_ah,h16,"GOOD_5 with K (L-SML group count) chosen by the Ahn-Horenstein rank test instead of residual minimization. For each candidate subset: build the covariance, spectral-cluster it into K groups, measure the residual of that fit. Also includes a router between L-SML and U-PCR fusion based on which has the lower residual, and swapping the K-selection rule for the Ahn-Horenstein / Kritchman-Nadler rank tests.","Jaffe, Nadler, Kluger — ""Estimating the Accuracies of Multiple Classifiers Without Labels"" (arXiv:1407.7644, 2014). Reuses the paper's own Eq-14 structural residual — how well a K-group rank-one covariance model fits a subset's correlation structure — but as a SELECTION criterion, which is not what the paper proposes it for (the paper uses it internally at fusion time; we search over subsets to minimize it).","Every variant scored BELOW GOOD_5 on the 25 in-scope cells (best: a1.router@good5 0.7494 vs GOOD_5 0.7519). Verdict: the residual objective is not admissible as a selection criterion — it is nearly orthogonal to separability (weakly ANTI-correlated with AUROC, Spearman ~ -0.11 to -0.17).","a1.good5+K_kn, a1.minres+K_ah, a1.minres_exh_adapt, a1.minres_exh_s4",0.7445,0.7104,0.7673,25,5,5,5,5,25,"epr, spectral_entropy, low_band_power",yes,yes,unit,code fix: Step-189 K clamp,0.7393,-0.53,0.0,0.0,0.0,0.0,0.7393,0.7393,fs_selector_candidate,,Step 186
a4_antigravity,a4.good5+K_intrinsic_ah,c46,GOOD_5 features with K set by an intrinsic-dimension Ahn-Horenstein rank test. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr).,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.anchor_s6",0.7413,0.717,0.7576,25,5,5,5,5,25,"epr, spectral_entropy, low_band_power",yes,yes,unit,verified,0.7413,0.0,0.0,0.0,0.0,0.0,0.7413,0.7413,fs_selector_candidate,,Step 186
a4_antigravity,a4.good5+K_intrinsic_ah,h16,GOOD_5 features with K set by an intrinsic-dimension Ahn-Horenstein rank test. a4.recon: greedily add the feature that most reduces linear reconstruction error of the whole pool. a4.anchor: rank by |Spearman| correlation with the cell's anchor view (epr).,"No single paper — classical building blocks: greedy Column Subset Selection (CSSP, linear-reconstruction greedy forward selection) and anchor-correlation ranking (a house heuristic, not from a specific paper).","a4.anchor-family was Step 187's best learned selector on H16 (0.6593) but Step 189 found it statistically indistinguishable from bare epr (25W/26L) — it just picks epr's most-correlated clones, high relevance / zero diversity. This finding motivated a5_mrmr (adds a redundancy term).","a4.anchor_adapt, a4.anchor_s4, a4.anchor_s5, a4.anchor_s6",0.7413,0.717,0.7576,25,5,5,5,5,25,"epr, spectral_entropy, low_band_power",yes,yes,unit,verified,0.7413,0.0,0.0,0.0,0.0,0.0,0.7413,0.7413,fs_selector_candidate,,Step 186
upcr,upcr.hand_polarities,inscope,"The same fit using our hand-derived feature polarities. U-PCR (Dror/Nadler/Bilal/Kluger 2017) estimates fusion weights by turning 'which feature do I trust' into one equation per feature pair, assuming features fail independently. It uses the whole pool — any reduction comes from its own label-free exclusion step, not from subset selection.","Dror, Nadler, Bilal & Kluger, Unsupervised Ensemble Regression, arXiv:1703.02965 (2017).",Step 204: every paper-faithful flag hurts or does nothing; the clustered variant fails both pre-registered gates; nothing reaches GOOD_6.,"upcr.legacy, upcr.faithful, upcr.clustered",0.7405,,,25,11.7,,,,25,— (no selection; exclusion only),no — uses all views,yes,n/a,re-run Step 204,0.7405,,0.0,,,,,,fs_selector_candidate,,204
